gene	positivePosteriorProb	negativePosteriorProb	FDR
GCA	0.025458341154072	0.0598147169093931	0.772494114805096
GCDH	0.0272601542906938	0.0876986425293153	0.68217146040104
GCGR	0.147090765580159	0.101464250876408	0.42076537857917
GCH1	0.0266792929060186	0.0750692342595883	0.724827340618705
GCK	0.0358442170203161	0.120893059747306	0.575984701459889
GCSH	0.0408629306159964	0.13419676929486	0.53794608701838
GDI1	0.0256320200150182	0.0624999778169006	0.767065521514008
GFER	0.0544787732734384	0.377758813778997	0.224470734713002
GGCX	0.0264922637917244	0.0756217016136004	0.723561926302984
GGPS1	0.0169695846504159	0.0395176101485898	0.786996546184852
GHRHR	0.0263239055475975	0.07151782824335	0.737691539934812
GIT1	0.0473371719442566	0.482919840759463	0.150428911509971
GIT2	0.0309173938017667	0.144772767525233	0.536597412103289
GK2	0.0357578560761431	0.116371937712133	0.586100882438945
GK5	0.0252883970031038	0.0582005599594529	0.7749257881547
GKAP1	0.0341262851705841	0.124881892490644	0.570592485026907
GK	0.0280285476048632	0.0929201172371603	0.66291967745605
GLA	0.028311954729829	0.0867643951040489	0.681739146830802
GLDC	0.0272691483112899	0.0877722903824112	0.681907460592968
GLIPR2	0.0312417488873975	0.130243917034643	0.565132137339119
GLP1R	0.24326423562237	0.0894676028328621	0.312554559365733
GLP2R	0.0275177028853219	0.0883178999528379	0.679259943997162
GLRA1	0.0270769663560157	0.078364907259155	0.71245296152614
GLRA2	0.0221464832141385	0.067473120350065	0.763302525588114
GLRA3	0.02795249423436	0.0870849338102975	0.681931485097388
GLRB	0.0192036336376018	0.0485148461805683	0.782794383637667
GLRX2	0.147009142626219	0.22217185072985	0.276470231224705
GLRX	0.0202866483524862	0.05285803598313	0.780262468044937
GLS2	0.0273029720523917	0.0741391977133521	0.725721782917775
GLS	0.0825943910386146	0.766651134625026	0.015631921383358
GLT6D1	0.0292088313014009	0.1036496784591	0.630564882858819
GLTP	0.0265979689188676	0.0740075941043221	0.728217381331001
GLUD1	0.0277449305082202	0.0966936090117634	0.652795826428544
GLUD2	0.0301955756929786	0.123440625641897	0.582652010645234
GLUL	0.0187335798657366	0.0760401576488856	0.747928920996622
GLYATL1	0.0440488530230373	0.194816228977393	0.434927611090318
GLYATL2	0.0204415597499992	0.059218238617478	0.777184985661232
GLYAT	0.0187955172135653	0.0426949066353991	0.785691512259204
GM2A	0.0285545881884159	0.0852041469132587	0.686202042734095
GMDS	0.264813503215852	0.827076167464541	0
GMPR	0.0261118485662583	0.0676850371875351	0.751564195113298
GNAT1	0.0326042285003148	0.10871672885962	0.609429266427198
GNB1	0.0257028105974904	0.0632344483617411	0.76513400400893
GNE	0.672090374094304	0.318408372402311	5.91181527852193e-05
GNG2	0.0164254033286408	0.0368536152071895	0.787432408681256
GNGT1	0.0275986097840095	0.103869837262625	0.634197497077512
GNLY	0.026163640866775	0.0697212005312166	0.744304475356986
GNMT	0.0262330710725015	0.0707654895577927	0.740395398559973
GNPDA1	0.0255557410579702	0.0690663812532957	0.748608991092112
GNRHR	0.0357568603703441	0.144885826857094	0.526296528538749
GOT1	0.0379181491645419	0.488573672700094	0.153468100548682
GOT2	0.0269507125799706	0.0802387448197788	0.706637106513834
GP1BA	0.0260259418142791	0.067822622258551	0.751316419203557
GP9	0.0275210956975655	0.0889328786298739	0.677128689378054
GPD1	0.0259016665737599	0.0659821692132682	0.757122206495486
GPR18	0.0191928325156819	0.0484446768358882	0.782852376552277
GPRC5A	0.0277640219513946	0.0942352945710113	0.659860190485421
GPT2	0.0282043073631063	0.0904186095803143	0.670106100252547
GPX1	0.0253785199610981	0.0593478121710012	0.773320606482604
GPX2	0.0443156241366278	0.193056890251353	0.436861672376541
GPX3	0.0256280160073986	0.062131569220296	0.768000577985854
GPX5	0.0255291560310539	0.0609119321856128	0.770620288824591
GPX6	0.0309741455431817	0.155639919824631	0.516390934048322
GPX7	0.0255136187027029	0.0605644755251891	0.771272090565198
GPX8	0.0273997324478265	0.0831358437388289	0.696086182977058
GRIA1	0.0224154861889186	0.073355224058519	0.744571916655688
GRIA2	0.0282134468466239	0.105908899645712	0.627129551054186
GRIA3	0.0203697351677382	0.046969252194388	0.783045621539667
GRID1	0.0311656116584948	0.129929102046416	0.565975304405754
GRID2	0.02666182417099	0.0736052560156891	0.72920838434254
GRIK2	0.0261255565468838	0.0697382237074674	0.744358018066817
GRIK3	0.0284410155512859	0.0962900573985111	0.652220481232219
GRIK4	0.0276311993147328	0.0974727467461311	0.651246180516263
GRIK5	0.0250571653892569	0.0981936196201141	0.656080302005984
GRIN1	0.0264005441130811	0.0718675538922849	0.736157932129877
GRIN2C	0.0257786778837546	0.0643350950029975	0.762152538467414
GRIN2D	0.0259845052136516	0.0667017341311963	0.754750403005852
GRIN3A	0.0261228156753652	0.0677070845424564	0.751440394763702
GRIN3B	0.0276675243140981	0.0763561193968241	0.716971484785595
GRK1	0.0262169606757541	0.0700407454962654	0.743118775923653
GRK4	0.0260456566382782	0.0680083542302763	0.750543836456796
GRK5	0.120072232646304	0.433795931471406	0.133855517635255
GRK6	0.0264433203150253	0.0739756990976666	0.728769088640108
GRK7	0.0262257721213554	0.0706190536886741	0.741076784595285
GRM2	0.0262887229305246	0.0698224027055553	0.743538136607532
GRM4	0.0252357473338793	0.105092198630932	0.63720103023699
GRM7	0.0269539548201638	0.0808067154844282	0.704857556372116
GRM8	0.0198400134694465	0.0528557766351514	0.780445788898691
GSG2	0.0268260028197675	0.0783810883447946	0.713094658755162
GSK3A	0.0607150444336787	0.202350766673473	0.399727323304329
GSK3B	0.0332853054831085	0.153599787887653	0.515982363850755
GSR	0.0257485672393912	0.0635264474131172	0.764255242731404
GSS	0.0308755367465069	0.120468328002118	0.58745197271408
GSTA2	0.0264728470187597	0.0726398704184367	0.733286613683522
GSTA3	0.0309655225716161	0.0938505255718094	0.65200794690729
GSTA4	0.027650329103884	0.106245057718915	0.627743695770569
GSTA5	0.0240641841176884	0.158019103871209	0.523682436783052
GSTK1	0.0264050957672663	0.0734362427090579	0.730807796618528
GSTM4	0.0259239440244212	0.0646939275492708	0.760697070572125
GSTO1	0.0261215119091459	0.0694033977757271	0.745488727037975
GSTO2	0.0273267300854769	0.0806675566078268	0.70406618988147
GSTT2	0.030366044090037	0.101150367269487	0.634024957740783
GUCA1A	0.0198935898819133	0.0544358008742496	0.779741912465825
GUCY2C	0.0269248649219954	0.0816431413772554	0.702143446140153
GUCY2D	0.0356325714286216	0.126295719094802	0.563912913183345
GUCY2F	0.0299861597102671	0.125723301401573	0.577908879824535
GUK1	0.0228578150699585	0.0980414546257754	0.663087565662946
GUSB	0.0269769979969042	0.0808100799964151	0.704798404694181
GYG1	0.028861361961358	0.102626325786177	0.634163005753421
GZMB	0.0456577922591561	0.12372216989797	0.547491694719211
H6PD	0.0279552326099092	0.0955277821286701	0.655429702155483
HADHA	0.0255560405772483	0.0617797607507577	0.768915989489676
HADH	0.0258279867293923	0.0650944860007345	0.759785367151989
HAGH	0.0227778709796457	0.0914132761673633	0.684639103488362
HAL	0.0282329349454126	0.0977455967584644	0.64859322312357
HAO1	0.145939598788961	0.239045739587223	0.261886961531101
HAO2	0.0271722009287452	0.0825502399201202	0.698572703269175
HARS	0.0197181895320574	0.0555287469831283	0.779173050552211
HBA1	0.033350059839528	0.160787507946318	0.502828698953771
HBB	0.0273070358169261	0.0894985433313275	0.675846911744688
HBG1	0.0259406335478774	0.0642721592928517	0.761810241649028
HCK	0.0261186754438074	0.0681073817627305	0.750104846894677
HCN2	0.0290449219283743	0.107795618466499	0.61959047823687
HCRT	0.0266496710090006	0.076684781234217	0.719427683627676
HDC	0.028777354740999	0.102348057900558	0.635091399725084
HDHD1	0.028346415263105	0.0904138843271714	0.669708493562875
HEXB	0.0253776731255154	0.0592080419609207	0.773594630387329
HGS	0.0621522409301901	0.318963381099843	0.26618711016045
HIBADH	0.0253752612180591	0.0588922784205245	0.774062705350648
HIBCH	0.0319527402542745	0.123017346738651	0.579472369669186
HIF1AN	0.0288071262287629	0.107235753916465	0.622158071638317
HINT1	0.0263497678679381	0.0713061194104382	0.738149825889244
HIPK1	0.0628646068460771	0.0801533255933949	0.605563336866954
HIPK2	0.0269044443895437	0.0816964272023589	0.702062610063631
HIPK3	0.0177376922575073	0.0493860463616458	0.783151858069088
HIPK4	0.0846216328866676	0.181803597577863	0.395117423243599
HK1	0.0993598899726118	0.243564117127651	0.300393544090409
HK2	0.0262184116005531	0.0713401874818028	0.738492157513286
HK3	0.0264722121821119	0.0744165930099965	0.727392200014749
HLA-A	0.0203476456968462	0.0663423156976341	0.770186825405149
HLA-B	0.0273977571622462	0.0871337725340667	0.683624940988255
HLA-DQA2	0.0259526445266456	0.0667171416762744	0.754822100982442
HLA-DQB1	0.0200658820562226	0.0571217491225266	0.778149477127769
HLA-DRB1	0.0309309247210998	0.126885623877391	0.573284523509855
HLCS	0.0221369614121246	0.0742260453103187	0.742806469009719
HMGCL	0.0257801329124145	0.0639207374522971	0.763106391189785
HMGCR	0.149917209358552	0.11630584920265	0.395797026790906
HMGCS1	0.262038407980193	0.190448725362553	0.207611690294332
HMOX2	0.0174223412018675	0.0472528425350753	0.784483813196456
HNF4G	0.0233946409113704	0.0921247347059082	0.680481652453141
HNMT	0.0289060546193016	0.11830151159524	0.596535591702325
HPD	0.0267700838810912	0.0747442845989067	0.725511052891511
HPGDS	0.0945970730540717	0.176433707394143	0.389730538398896
HPN	0.026336696740189	0.073741380735807	0.729848207041176
HPRT1	0.0265797837731072	0.0760158896538054	0.721709685581248
HPX	0.0464031537108083	0.212055411282855	0.407521486753692
HRH1	0.0188648861244213	0.057806845026099	0.778352323022726
HRH2	0.0269871827125144	0.0720869065253594	0.733481657758517
HRH3	0.0287684404121969	0.119606529664071	0.593786035571002
HRH4	0.0261944250250905	0.0691381172271816	0.746042407223512
HRSP12	0.0273358739880889	0.0840605282402804	0.693741360557642
HS3ST1	0.025749485182272	0.0629726361130418	0.765655137959464
HS3ST3A1	0.118139305476106	0.322140998836274	0.217667027665321
HSD11B2	0.026101894710353	0.0686543857393828	0.748019038443671
HSD17B10	0.607481880628785	0.976000526767906	0
HSD17B11	0.0257672739817701	0.0634210052777629	0.764556270433342
HSD17B6	0.0237693284631948	0.122915889614963	0.597587546233853
HSD17B7	0.0268655238089617	0.0733618819416896	0.729396057556818
HSD17B8	0.0260364446498631	0.0669896469083057	0.753873598490473
HSPA5	0.205572263667123	0.92150164525012	0
HSPB8	0.0504255534025877	0.379657049203336	0.227081958998152
HSPG2	0.0323374178180411	0.134090663367238	0.554182747336231
HTR1A	0.0267227068872207	0.0742292233129162	0.727216791694075
HTR1B	0.0263352044660413	0.0715246896228728	0.737591012970054
HTR1D	0.0200455553870101	0.0578822537744944	0.777811655596243
HTR1E	0.0283751288335338	0.120441339209232	0.59284452536286
HTR1F	0.0274973078705542	0.0850433133593065	0.6900549761852
HTR2A	0.0198012893526336	0.0562686080669861	0.778700165286532
HTR2B	0.0272913632022064	0.086989469937108	0.684286285638978
HTR2C	0.0424274312203657	0.194654364666692	0.437917934310818
HTR3A	0.0267191712083848	0.0770698039646496	0.717744178205282
HTR4	0.0274071654778107	0.0833845287600079	0.695509669693024
HTR6	0.0310570232651278	0.100857547640771	0.632846126685202
HTR7	0.0288833785818968	0.0899953413940752	0.669362885808735
HUNK	0.0271072642397687	0.082542257168154	0.698864155846831
IARS2	0.999999635080618	0.999199854336814	0
IARS	0.0199058765094629	0.0610560219292173	0.776656598968299
IBTK	0.0255826113740163	0.0621139374477689	0.768145174039558
ICK	0.0506652295197068	0.165361635133763	0.469078990313123
IDE	0.0303838410476885	0.107497419721562	0.616627122572327
IDH3A	0.0255734197955628	0.0617156904884569	0.769048947758681
IDH3B	0.0257500646120985	0.0639828101971582	0.763019084356032
IDH3G	0.0263425920979324	0.0721912314966169	0.735161031044483
IFNAR2	0.0527698001439842	0.138333532949313	0.508135901551705
IFNGR1	0.0272806957492994	0.0804907488220775	0.704837842350725
IFNGR2	0.0351908010451529	0.117065619507422	0.585726408862456
IGF1R	0.0410805778788578	0.135653354452275	0.534618924087133
IGFBP7	0.026193228887269	0.0694391037397834	0.745104498698928
IGSF10	0.0290368145696295	0.107560803959618	0.620615492594695
IKBKAP	0.0287144033379278	0.0986953433686418	0.644513255947476
IKBKB	0.0259339314422603	0.0659558861323088	0.757075600502246
IKBKE	0.0269240103109544	0.0793717220233524	0.709697518719828
IKBKG	0.0310059680209345	0.106712538648803	0.617131651798755
IL11RA	0.0216670837988834	0.0809625834870932	0.721642289614115
IL2RB	0.0260593012529835	0.0678206883933411	0.751142544298932
IL2RG	0.0254842976816049	0.0605548185228515	0.771342011103296
IL3RA	0.0721706665004597	0.36042142979906	0.224095395980244
IL4I1	0.0190960276943228	0.0455916853950901	0.784474168014343
IL5	0.0276619385470935	0.0806484665112134	0.702968659084577
IL6R	0.0258226172091473	0.0637277259512506	0.763498244423244
ILKAP	0.0289384808424642	0.104407572089642	0.62896452777292
ILK	0.0266712446663751	0.0753845790732191	0.723694135961578
IMPA1	0.0288913427119907	0.103770821213718	0.630918062612837
INPP1	0.0269965055044508	0.0783906478134729	0.712526485629169
INPP4B	0.0189263206554248	0.0582806025408349	0.778139821992503
INPP5A	0.0303042799245504	0.1332884619529	0.560203988189867
INPP5B	0.0224530127818138	0.0715770249794397	0.750668891136016
INPP5D	0.0265258875819621	0.0753302107465306	0.724467406283521
INPP5E	0.0267893031267544	0.0800042555004483	0.708120614720524
INPP5F	0.0660436090582245	0.202489905719701	0.392034886130511
INPP5J	0.0274085219680155	0.0844007004395541	0.692430284302877
INPP5K	0.0307467446686623	0.127818015081981	0.571613314827093
INPPL1	0.0317854230964873	0.122097804758607	0.582030393938179
INSRR	0.03495906867415	0.226745872481193	0.401616559566588
INSR	0.026178931061983	0.0712446011670266	0.739045836881131
INS	0.0283453118097793	0.0925419509140305	0.663115526466934
IP6K1	0.0275161616596526	0.0918962011030131	0.667728586934076
IP6K2	0.0252347167002543	0.0575065616378938	0.775658267867444
IP6K3	0.0622308670509317	0.276587325662444	0.304449420933419
IRAK1BP1	0.0271218581961609	0.0805628538549177	0.705172490567943
IRAK1	0.0269737270356011	0.0826257514693305	0.699092616172695
IRAK2	0.0256539073399864	0.0627985043366518	0.766226096757364
IRAK3	0.0258553300939753	0.0656773293325996	0.758164562233197
IRAK4	0.0271013405840739	0.0834943266224647	0.69600094705811
IRGC	0.0382336986579842	0.238227131509939	0.38211355419268
ISG20	0.028504276243425	0.085660210522589	0.68482682094014
ISPD	0.0259262101645612	0.065257791859635	0.759058378372324
ISYNA1	0.0253390062515898	0.0587191736665703	0.774257141316722
ITGA2B	0.0269122874110473	0.0782695327913498	0.713222537807994
ITGA4	0.0293475115062305	0.116330280651974	0.600015663671531
ITGAL	0.0270640995337195	0.0839748037060641	0.694779764223144
ITK	0.0263045906011742	0.0711271980231109	0.738989204274494
ITPA	0.0276434584220028	0.0884493255964901	0.678372328587366
ITPK1	0.0257874213296951	0.064377091788073	0.761920813094573
ITPKA	0.026150225117583	0.0691164700657929	0.746344243129026
ITPKB	0.0228854579611125	0.0823629009732454	0.712984927573062
ITPKC	0.0272825615622087	0.0849476283369925	0.691037653819998
IYD	0.0259372294679465	0.0661875179062004	0.756408888327707
JAK1	0.0466167003874038	0.156418854419122	0.487937640317107
JAK2	0.0309083036384371	0.0871120147772397	0.671997396884295
JAK3	0.0226684227216369	0.0774471726036339	0.729614590437777
JAKMIP1	0.0304497021812157	0.0827684048514576	0.687904671780474
KALRN	0.0270185447450198	0.0753899297412938	0.722615008535361
KARS	0.0199225922503128	0.0580636616500413	0.777773049042258
KAT2A	0.999971496171439	0.999731084290372	0
KAT5	0.0254725857404254	0.0603801112706021	0.771631178995415
KCNA1	0.0274468725508456	0.0808236204413364	0.703108941605098
KCNA4	0.0270878635713808	0.0817389626815658	0.701271345549213
KCNC4	0.0416064772855067	0.139144475738541	0.525971624677279
KCND2	0.0255215916624496	0.0605781718479578	0.771172113145498
KCND3	0.0206534162747128	0.0674443379273305	0.767128163237584
KCNE1	0.144224981650509	0.050220300562949	0.502173889960036
KCNH2	0.0278921833902477	0.0934014033696342	0.661822798570297
KCNH6	0.0296273206058661	0.11651463703762	0.598979536587576
KCNH7	0.0277286611068182	0.0906559847642364	0.670818673682537
KCNJ11	0.0339962066906593	0.345300517629011	0.26840101469616
KCNJ12	0.0681530954123954	0.109948567247763	0.531548820327064
KCNJ1	0.0519983388820008	0.45342092697338	0.164466997004582
KCNJ3	0.0269617114512312	0.082311127389109	0.699940254756056
KCNJ5	0.0360594962317568	0.188843718595258	0.455472171530611
KCNJ6	0.0187539827633423	0.0418831548571825	0.786069563497316
KCNJ8	0.0282625128004936	0.0954528845452216	0.654805759366484
KCNK1	0.0260627091581476	0.0665522840209161	0.755001093741417
KCNK2	0.0261116288361758	0.0677897993474572	0.751043031611697
KCNK3	0.0258795921229089	0.0658530470121843	0.757505793588858
KCNK6	0.0268715266019744	0.072637133120586	0.732016950039449
KCNK9	0.028542859670096	0.0861780575559417	0.683055247502976
KCNMA1	0.0464724640472979	0.147921917309256	0.502319590265001
KCNMB1	0.0257382424475499	0.0626980180887871	0.766289323678869
KCNMB2	0.016928900399917	0.0385916498026388	0.787183926036734
KCNMB3	0.049094087611756	0.226322841460845	0.384362549081167
KCNMB4	0.331206129978364	0.0739795302985648	0.246741702272218
KCNN1	0.0268241371655191	0.0779155486088961	0.714673218062864
KCNN2	0.0201716506829282	0.0638602284479815	0.77429600693121
KCNN3	0.0279533506565023	0.0999280372040425	0.643158275973946
KCNN4	0.0306219381168304	0.126230912199753	0.575537680605415
KCNQ1	0.0284164243144671	0.0946676842423678	0.656551432086475
KCNQ2	0.0266157895306609	0.0721884853044295	0.73437689171595
KCNQ3	0.0262336502937963	0.067358394285855	0.752070105198522
KDM5D	0.0266340100030054	0.074285736540932	0.727296561162179
KDR	0.0270799447721067	0.0771530000301005	0.71631730012194
KHK	0.0307823704994173	0.128440306482287	0.570079724185178
KIAA1804	0.0252743666175956	0.057691847286092	0.77547546699866
KIDINS220	0.0264319710500197	0.0730787045599784	0.73198652033594
KIF1A	0.0261204912265087	0.0695788660773905	0.744865215937561
KIF3B	0.0260983956618775	0.0671788814006931	0.753012865145336
KIF5B	0.0256230503630568	0.0628262379662461	0.766247177990951
KIT	0.0269998336903748	0.0820947719825591	0.700556587090504
KLK1	0.0314654552939971	0.126623810457737	0.572678712908994
KLK6	0.0168265540633975	0.037191432250334	0.78736259239472
KRT12	0.0273944486328731	0.0728382295318046	0.72933354051445
KRT7	0.0279757945495106	0.101562244908177	0.638980768430202
KRT8	0.0206641931324987	0.067366278622162	0.767378288161287
KRTAP5-2	0.0617807066013023	0.515417388997399	0.12028738487058
KRTAP5-3	0.0278015755253475	0.0964784672801823	0.653308576283633
KSR1	0.0341338004046681	0.196776295718341	0.447121566456824
KSR2	0.029263487077384	0.117489384891381	0.597368934487855
KYNU	0.0326166575227447	0.139701058810151	0.542776585265205
L3MBTL1	0.0188486793436852	0.0437040543010223	0.785352677079558
LALBA	0.026386839311025	0.0670781912203515	0.75251207710057
LAMTOR3	0.0275663687704067	0.0842268095191181	0.692496186808564
LAP3	0.0294013900685456	0.126247297000602	0.57800700643783
LARS2	0.0259969278019564	0.0662303737359766	0.756173808021738
LARS	0.0261273828844564	0.263931344480522	0.364965614115776
LATS1	0.0194434000206177	0.0514237802761836	0.781247420129329
LATS2	0.0194900567014863	0.0503763425530926	0.781730732888747
LAT	0.0278514847485888	0.0907414354917851	0.670159021515927
LCK	0.0290792610826616	0.102075514869403	0.635022832646206
LCMT1	0.0278828207133567	0.0904612709285833	0.670923902440635
LCMT2	0.0271656243781124	0.0832231529703235	0.696532635117923
LCN2	0.0207407067078827	0.0662316901179189	0.769690635503406
LCN9	0.0266525746182786	0.0741185102373769	0.727757987094564
LCTL	0.0282077848226225	0.0961638462261777	0.653067533795456
LCT	0.0261236682818399	0.0669076148587301	0.753861531946498
LDHAL6A	0.0257530032874158	0.06249405998781	0.766804060071691
LDHAL6B	0.0268491965424013	0.0792133034619814	0.710468060055738
LDHC	0.034521867739595	0.189889279873038	0.456184618782014
LEPRE1	0.0267697574227181	0.0797322250808356	0.708921446329763
LEPREL1	0.0271703081629798	0.0805786164885111	0.704877267481717
LEPREL2	0.0269173840533806	0.0773084263839448	0.716335033016154
LGALS2	0.0297576102842798	0.0940376172691438	0.654567327875574
LGALS7	0.0262804838954059	0.0702125831400905	0.742274499595667
LGALS9	0.0299220862496439	0.093868225036745	0.654597154596182
LGSN	0.0308393550168377	0.0768513680215958	0.705113511863621
LHCGR	0.0270723063758623	0.0845605375296682	0.692868952828946
LHPP	0.0255666415100061	0.0607504061375422	0.770761026311627
LIAS	0.26589955815002	0.303852788541262	0.124145907544702
LIMK1	0.0289375781688837	0.119843792541296	0.592889483446022
LIMK2	0.0263493626408735	0.0709189318499146	0.73942728644166
LIPA	0.0333806171758997	0.132369060102824	0.555637251914784
LIPF	0.0506325855330679	0.238885713188923	0.365596458766745
LIPJ	0.0333962601821376	0.183622576322407	0.467728575691206
LIPT1	0.0267295394337875	0.0790304780788126	0.711659687068392
LMAN1	0.0474255781727535	0.161775789151741	0.478983356646614
LMTK2	0.0269178882557639	0.0730657705178663	0.730251776893714
LMTK3	0.0285008057508589	0.100005772206971	0.641626432656244
LPA	0.0187758293902924	0.0424414273699464	0.785807847007833
LPL	0.02631201227723	0.0703945765221925	0.741560464778852
LPPR2	0.0278364015742301	0.0875925392275852	0.680773000024426
LRAT	0.0352004236214191	0.16804761992591	0.487470532634407
LRP1	0.0273770696250157	0.0824544136894926	0.698259573498398
LRRK1	0.0255777052401167	0.060684527971359	0.770841376115391
LRRK2	0.0266195313397422	0.073213717082726	0.730853988909412
LSM6	0.999999956718313	0.999962072135692	0
LSS	0.0269300553413527	0.0757581127285226	0.721338455986163
LTA4H	0.0271717119229482	0.0867535977489744	0.685621301002242
LTA	0.0259703486389518	0.0667936670117393	0.754510990745216
LTC4S	0.0264973095380993	0.0730803670887173	0.731788492357459
LTF	0.0205648536828498	0.0555976097894822	0.778613239227448
LTK	0.0258992765215206	0.0660942823117434	0.756818858527894
LY96	0.0259262989002198	0.0658501579126775	0.757447774752448
LYN	0.026775608994376	0.0768244793954605	0.718372165673481
LYZ	0.0260601770675198	0.0676339371047363	0.751835982939502
M6PR	0.0275335925450771	0.0846482375530444	0.691193233702018
MADD	0.0208574908280118	0.0667775433299159	0.768258629451231
MAGI2	0.0256684916394345	0.0626838823578534	0.766468240774265
MAGI3	0.0288942512819852	0.0965411399117522	0.650480338558682
MAK	0.0267270658661033	0.117143915706073	0.603299275895312
MAN1A1	0.0357478096710356	0.112933817454674	0.593203811800433
MAN1B1	0.0274369429383163	0.0745864692549341	0.723760182935068
MAN2A1	0.0259306155793427	0.0662656841696994	0.756244395862342
MAOB	0.0259539947202589	0.0661570531860531	0.756455835902784
MAP1A	0.0275236165674884	0.0843400023960131	0.692298371839966
MAP2K1	0.0306796747388114	0.107271562278016	0.616354734320505
MAP2K2	0.0272075552007544	0.0822362451689864	0.699465504844225
MAP2K3	0.0368716972158593	0.541412043470283	0.11914921674614
MAP2K4	0.0253440716894869	0.0589541831835565	0.774014041825747
MAP2K5	0.0276598807051457	0.0824517861823531	0.697420446371329
MAP2K6	0.0255325274254631	0.0611510649820906	0.770207025598534
MAP2K7	0.0270890484853894	0.0855351754108018	0.689785545582428
MAP3K10	0.0641582815340018	0.49831994962339	0.128881803196539
MAP3K11	0.0279999258165194	0.0874855704167284	0.680603134778424
MAP3K12	0.0197399933069359	0.0536567061611354	0.780146730998005
MAP3K13	0.0259763171662622	0.0981775471091495	0.653459041626845
MAP3K14	0.0192323080803339	0.0479153941179071	0.783132539308669
MAP3K15	0.027797037905505	0.0899166203172631	0.673164878327016
MAP3K19	0.0342783857044748	0.211677251590216	0.42554083626484
MAP3K1	0.0282201975433087	0.0858898610284115	0.684943996626588
MAP3K2	0.0196494085556354	0.0533549466754466	0.780281767266302
MAP3K3	0.0261697601178086	0.0696324584700832	0.744451656698817
MAP3K4	0.025814896295724	0.0647566999171544	0.760820183878258
MAP3K5	0.0268633244532889	0.080719649648903	0.705408109015094
MAP3K6	0.0267120663834802	0.0770810452562705	0.717726679740078
MAP3K7	0.0881258592232566	0.177026379250787	0.397262914709115
MAP3K8	0.0236854417010839	0.098941230702863	0.658041911633946
MAP3K9	0.0193422229506701	0.049657886617631	0.782146421244653
MAP4K1	0.0280457005416351	0.0963238404673397	0.653097687287557
MAP4K2	0.0271015521777347	0.0794422198484889	0.708807400599225
MAP4K3	0.0262433163456089	0.0710295463730094	0.739399079667619
MAP4K4	0.0262396546276472	0.0698315107636259	0.743605612983588
MAP4K5	0.0317969027295528	0.113340368011	0.600874440244398
MAPK10	0.0219921725518889	0.0979624943197293	0.66601834530942
MAPK11	0.409749890715036	0.069691212522893	0.187476844151732
MAPK12	0.0271257993080886	0.076921186983509	0.716848026680015
MAPK13	0.0299363246010015	0.160047325210922	0.510389942932259
MAPK14	0.0744031206724207	0.347601129317775	0.233354150863019
MAPK15	0.0359539881436393	0.10276312278829	0.614473618419774
MAPK1	0.0268416756773064	0.0744817410926709	0.726125794015523
MAPK3	0.0294223805578092	0.102711645411255	0.632112922090607
MAPK4	0.0292849174116681	0.0929068571894719	0.659314527001719
MAPK6	0.0269006416082038	0.0817383026104921	0.701921003424769
MAPK7	0.0188144190923351	0.0429591131173414	0.78561399427519
MAPK8IP1	0.030735240412263	0.0951451124925788	0.648935568756378
MAPK8IP2	0.0290912161433016	0.0974572961580086	0.646868536660704
MAPK8IP3	0.0770081835449849	0.231841101000855	0.340875071967742
MAPK8	0.175644922687912	0.135149888937137	0.338111755937462
MAPK9	0.113169316505595	0.167141581327038	0.377924830613122
MAPKAP1	0.0209944689459764	0.0600877762294367	0.77661819268554
MAPKAPK2	0.0572661204692717	0.712462599732431	0.0368814224815272
MAPKAPK3	0.300995485541458	0.705786282732495	0
MAPKAPK5	0.0209219287509623	0.0667850508877822	0.768124532066332
MAPKBP1	0.0263050666247975	0.0715643766612313	0.737576643125243
MARCKS	0.0538758958264567	0.204871749298296	0.406764618090653
MARK1	0.0253832286262467	0.0591247306690156	0.773682541908792
MARK2	0.0200638841962546	0.0560369265894248	0.778671194785043
MARK3	0.0294543787287861	0.0892644614804579	0.669814642437837
MARK4	0.0267155850528925	0.0783776972017989	0.713477836466999
MASP2	0.0257401774226196	0.0642486566854132	0.762416636721645
MAST1	0.026829837685826	0.079322287873378	0.710092879637004
MAST2	0.0280256717241881	0.091802338689611	0.66650929402669
MAST3	0.0259264843909963	0.0665000336861014	0.755524108281368
MAST4	0.0273850000165106	0.085067971491074	0.690301430437799
MASTL	0.288648044732052	0.841597892379725	0
MAT1A	0.0264015585265545	0.0681687647964165	0.748851511236161
MAT2A	0.998437802533488	0.998276925394433	0
MATK	0.0195179703290073	0.0512044338882971	0.781315064257546
MBL2	0.0263680335634992	0.0713281511521627	0.737978193367338
MB	0.0179622252379764	0.0493631496556374	0.783055280008784
MC2R	0.0278385292645306	0.0946341930663958	0.658361192073875
MCCC1	0.0255486223353387	0.0604334243846983	0.771401904998849
MCCC2	0.0276940877446314	0.0794812944582871	0.706714675345068
MCFD2	0.0181880997544928	0.0572022266894256	0.779124809350874
ME2	0.0263646760762246	0.0740093170797235	0.728847672519948
ME3	0.019764052366275	0.0494338297973022	0.782059403679378
MED1	0.0287747718600423	0.111313165714185	0.611609915087872
MELK	0.0277797972749963	0.0851400293278036	0.688746824790844
MERTK	0.0313179084212495	0.104377216630812	0.622904936661805
METAP1	0.0262755432800315	0.070409513299543	0.741629357217559
